"id","fecha","pais","sector","tipo_operacion","monto_usd","volumen_ton","empleados","arancel_pct","partida_arancelaria","num_factura"
233,"2023-04-18","US","LOGÍSTICA","IMPORTACIÓN",202147.92,454.7,190,12.59,"0709.57.54","FAC-2023-75726"
234,"2024-06-04","BR","TECNOLOGÍA","EXPORTACIÓN",269924.02,26.6,247,7.55,"1806.14.48","FAC-2024-25220"
235,"06/23/2024","ES","RETAIL","EXPORTACIÓN",206223.13,131.2,270,24.63,"3164.13.56","FAC-2024-58353"
236,"2024-03-20","US","FINANZAS","EXPORTACIÓN",433340.99,0,356,24.24,"9796.67.39","FAC-2024-50562"
237,"2023-12-28","AR","MANUFACTURA","IMPORTACIÓN",127254.62,762.6,164,12.27,NA,"FAC-2023-73263"
238,"2022-11-22","MÉ","LOGÍSTICA","IMPORTACIÓN",26139.81,162.6,455,7.99,"8286.60.12","FAC-2022-47963"
239,"2022-03-20","US","FINANZAS","EXPORTACIÓN",414776.54,0,117,12.27,"3497.24.16","FAC-2022-62264"
241,"2024-08-26","CH","MINERÍA","EXPORTACIÓN",473880.98,3019.2,77,12.27,"2045.74.11","fac-2024-40999"
243,"2024-05-06","ES","FINANZAS","IMPORTACIÓN",147884.28,0,442,12.27,NA,"FAC-2024-96565"
244,"2024-01-12","AR","EDUCACIÓN","IMPORTACIÓN",85077,19.1,30,17.51,"1174.75.60","FAC-2024-17922"
245,"11 de octubre 2023","PE","AGROINDUSTRIA","EXPORTACIÓN",128403.55,149.4,325,4.74,"8458.31.30","FAC-2023-36764"
246,"2023-07-09","MÉ","EDUCACIÓN","IMPORTACIÓN",54878.16,14,497,23.57,"3889.18.62","FAC-2023-28242"
247,"2022-07-23","AR","RETAIL","IMPORTACIÓN",115883.09,86.1,500,9.13,"4411.68.47","FAC-2022-33149"
248,"2023-12-09","AR","LOGÍSTICA","IMPORTACIÓN",103609.35,114.8,268,9.76,"4351.83.10","FAC-2023-74314"
249,"2022-05-03","US","FINANZAS","EXPORTACIÓN",130673.16,0,103,17.08,"6495.35.40","FAC-2022-44787"
250,"2022-02-14","MÉ","MANUFACTURA","IMPORTACIÓN",326816.27,121.9,272,11.73,NA,"FAC-2022-22648"
251,"2024-04-01","MÉ","LOGÍSTICA","IMPORTACIÓN",113974.13,95.6,334,3.79,"1688.99.68","FAC-2024-96531"
252,"2022-09-18","AL","RETAIL","EXPORTACIÓN",270822.78,172.6,173,7.7,"6393.92.69","FAC-2022-74631"
253,"2023-04-01","AL","MINERÍA","IMPORTACIÓN",214550.28,2311,120,12.27,"0751.40.15","FAC-2023-41287"
254,"2024-07-24","MÉ","FINANZAS","EXPORTACIÓN",206413.64,0,394,8.92,"2303.61.94","FAC-2024-47100"
255,"2023-03-20","AR","MINERÍA","EXPORTACIÓN",256359.46,2070.3,492,7.59,"0703.55.43","FAC-2023-30788"
256,"2023-03-07","PE","TECNOLOGÍA","EXPORTACIÓN",478949.1,11.8,380,12.26,"4622.27.79","FAC-2023-81058"
258,"2023-04-18","ES","LOGÍSTICA","IMPORTACIÓN",77217.08,533.2,421,11.74,"27485062","FAC-2023-39002"
259,"2022-04-16","CH","FINANZAS","IMPORTACIÓN",424205.54,0,252,2.91,"9590.66.72","FAC-2022-68918"
260,"2023-03-26","BR","MINERÍA","IMPORTACIÓN",281589.92,1528.7,456,0.59,"4336.18.45","FAC-2023-76768"
261,"2024-10-13","CH","FINANZAS","IMPORTACIÓN",474113.25,0,210,19.3,"3818.69.74","FAC-2024-62007"
263,"2023-03-09","MÉ","FINANZAS","IMPORTACIÓN",318735.19,0,268,13.75,"8088.88.25","FAC-2023-22672"
264,"2024-01-15","MÉ","TECNOLOGÍA","EXPORTACIÓN",552934.55,23.6,164,9.42,"1722.59.27","FAC-2024-25397"
265,"2022-05-14","DE","AGROINDUSTRIA","EXPORTACIÓN",154356.92,422.2,81,6.71,"2256.45.63","FAC-2022-20082"
266,"2024-09-26","CO","EDUCACIÓN","EXPORTACIÓN",77376.8,3.2,181,12.27,"9274.90.19","FAC-2024-76949"
267,"2022-06-19","CO","LOGÍSTICA","IMPORTACIÓN",24660.31,226,286,13.34,"0452.73.28","FAC-2022-51971"
268,"2022-04-03","AL","EDUCACIÓN","IMPORTACIÓN",49451.66,NA,177,10.27,"1517.78.63","FAC-2022-19012"
270,"2022-03-01","PE","RETAIL","IMPORTACIÓN",71437.92,183.1,264,5.19,"6546.55.89","FAC-2022-28071"
272,"12 de febrero 2024","EC","MANUFACTURA","EXPORTACIÓN",232352.81,734,380,4.38,"2642.26.47","FAC-2024-14048"
275,"2023-02-05","EC","EDUCACIÓN","IMPORTACIÓN",71826.12,7.4,450,14.86,"7889.35.71","FAC-2023-62198"
276,"2024-11-15","US","FINANZAS","IMPORTACIÓN",465842.57,0,353,20.2,"2428.33.20","FAC-2024-89174"
278,"2022-11-19","MÉ","TECNOLOGÍA","IMPORTACIÓN",669285.5,17.1,500,20.08,"7054.12.74","FAC-2022-93888"
279,"2024-02-04","AR","TECNOLOGÍA","EXPORTACIÓN",539187.25,17.1,96,12.27,"9054.77.63","FAC-2024-66485"
280,"2023-04-06","ES","FINANZAS","EXPORTACIÓN",491847.63,0,493,14.53,"6679.20.96","FAC-2023-80321"
281,"2023-12-10","CO","TECNOLOGÍA","IMPORTACIÓN",180476.99,8.7,367,2.31,"4745.92.76","FAC-2023-92709"
282,"2022-12-24","AL","RETAIL","EXPORTACIÓN",85368.8,66.4,135,20.18,"3485.16.45","FAC-2022-28844"
283,"2023-08-09","PE","TECNOLOGÍA","IMPORTACIÓN",184269.54,14,1600,12.25,"2210.73.54","FAC-2023-64924"
284,"2023-09-13","EC","TECNOLOGÍA","EXPORTACIÓN",440187.9,35.1,189,20.94,"8912.46.13","FAC-2023-31352"
285,"2023-06-17","BR","MANUFACTURA","EXPORTACIÓN",393310.89,683.8,117,3.72,"1108.85.25","FAC-2023-68840"
286,"2022-09-28","CO","FINANZAS","IMPORTACIÓN",504718.91,0,119,10.19,"4116.69.24","FAC-2022-74987"
287,"2023-01-23","EC","EDUCACIÓN","EXPORTACIÓN",75790.13,8.7,492,6.54,"3735.20.67","FAC-2023-21114"
288,"2022-09-26","ES","RETAIL","EXPORTACIÓN",108570.57,14,168,19.81,"2325.23.33","FAC-2022-39232"
289,"2024-10-14","PE","AGROINDUSTRIA","IMPORTACIÓN",85821.01,912.8,461,5.72,"1240.62.50","FAC-2024-93188"
290,"2024-03-01","CH","TECNOLOGÍA","EXPORTACIÓN",317827.24,23.8,225,14.32,"8538.80.92","FAC-2024-88683"
291,"2024-12-24","PE","RETAIL","IMPORTACIÓN",238426.85,16.9,413,23.42,"3805.11.48","FAC-2024-24064"
292,"2024-07-28","ES","MINERÍA","EXPORTACIÓN",221021.35,1964.1,52,6.06,"1861.45.30","FAC-2024-12367"
293,"2022-08-24","MÉ","LOGÍSTICA","EXPORTACIÓN",61019.69,256.5,199,2.72,"1981.20.22","FAC-2022-37221"
294,"2022-05-01","EC","AGROINDUSTRIA","IMPORTACIÓN",141631.43,277.6,323,20.14,"69969040","FAC-2022-46317"
295,"2022-04-02","PE","LOGÍSTICA","EXPORTACIÓN",113306.31,394.7,467,15.57,"7687.54.57","FAC-2022-32607"
296,"2022-03-24","CH","RETAIL","IMPORTACIÓN",227350.36,144.6,198,2.66,"3656.81.99","FAC-2022-18542"
297,"2022-12-16","CH","TECNOLOGÍA","IMPORTACIÓN",263999.16,16.6,190,12.27,"2205.75.42","FAC-2022-48466"
298,"2022-03-19","AR","LOGÍSTICA","IMPORTACIÓN",136562.15,224,350,12.27,"6743.91.74","FAC-2022-57091"
299,"2023-07-17","MÉ","FINANZAS","EXPORTACIÓN",382275.27,0,61,12.27,"4962.85.14","FAC-2023-29862"
302,"2022-09-20","PE","FINANZAS","IMPORTACIÓN",157297.22,0,370,14.86,"3837.31.93","FAC-2022-46298"
303,"2022-07-24","CH","LOGÍSTICA","EXPORTACIÓN",169966.16,434.5,409,12.27,"25261741","FAC-2022-16626"
304,"2024-06-28","CO","RETAIL","IMPORTACIÓN",202679.68,111.5,268,12.95,"6353.53.30","FAC-2024-30257"
305,"12/03/2024","EC","FINANZAS","IMPORTACIÓN",104585.89,0,88,4.67,"4222.44.75","FAC-2024-75655"
306,"2022-01-08","EC","RETAIL","IMPORTACIÓN",132036.9,48.4,24,20.09,"2383.15.72","FAC-2022-17251"
307,"2023-03-12","PE","MANUFACTURA","IMPORTACIÓN",287600.17,701.1,268,16.31,"1801.44.45","FAC-2023-17418"
308,"27 de noviembre 2022","PE","RETAIL","EXPORTACIÓN",232299.88,21.9,198,12.98,"0504.29.71","FAC-2022-33354"
310,"2024-03-03","ES","AGROINDUSTRIA","EXPORTACIÓN",48844.98,1106.3,80,10.34,"5967.97.56","FAC-2024-68009"
312,"2022-02-04","AL","RETAIL","IMPORTACIÓN",199789.59,163,237,1.35,"2282.13.61","FAC-2022-58621"
313,"2022-07-04","BR","TECNOLOGÍA","EXPORTACIÓN",475913.91,39.2,176,12.19,"1149.88.46","FAC-2022-28985"
314,"2022-03-11","MÉ","TECNOLOGÍA","IMPORTACIÓN",679520.18,24.6,254,6.48,"9220.94.26","FAC-2022-84391"
315,"2024-12-01","CH","MINERÍA","EXPORTACIÓN",703359.74,338.6,106,13.65,"4928.54.36","FAC-2024-99080"
316,"2023-10-16","CH","AGROINDUSTRIA","IMPORTACIÓN",87058.21,1433,297,12.38,"8782.29.48","FAC-2023-10845"
317,"2024-09-17","MÉ","EDUCACIÓN","EXPORTACIÓN",65263.56,13.7,131,12.27,NA,"FAC-2024-49597"
318,"2022-08-21","CH","RETAIL","IMPORTACIÓN",170593.42,151.6,102,25,"3974.26.22","FAC-2022-80452"
319,"2024-06-28","CO","FINANZAS","IMPORTACIÓN",493731.63,0,286,14.94,"8273.65.77","FAC-2024-79964"
320,"2023-01-05","CH","FINANZAS","EXPORTACIÓN",132924.42,0,411,9,"9831.53.29","FAC-2023-17926"
322,"2024-08-25","EC","EDUCACIÓN","EXPORTACIÓN",19545.31,1.5,335,21.93,"0198.94.58","FAC-2024-50306"
324,"2022-04-05","CO","RETAIL","IMPORTACIÓN",45514.09,184.3,43,16.15,"1243.25.15","FAC-2022-16637"
325,"2023-09-20","BR","AGROINDUSTRIA","IMPORTACIÓN",91897.24,1338.9,464,16.22,"3911.14.78","FAC-2023-26515"
326,"2023-04-21","ES","FINANZAS","IMPORTACIÓN",376920.47,0,85,11.12,"7456.61.97","FAC-2023-34680"
327,"2022-08-28","BR","AGROINDUSTRIA","EXPORTACIÓN",50319.73,1719.4,333,24.62,"9668.57.48","FAC-2022-51331"
328,"08/25/2024","EC","AGROINDUSTRIA","EXPORTACIÓN",140341.91,154.9,419,3.96,"7153.21.38","FAC-2024-24871"
329,"2024-08-13","CH","TECNOLOGÍA","EXPORTACIÓN",353662.99,NA,69,9.57,"2987.99.39","FAC-2024-64057"
330,"2022-02-04","EC","LOGÍSTICA","EXPORTACIÓN",164734.89,54.1,327,22.45,"7436.72.33","FAC-2022-76995"
331,"2023-05-27","EC","MINERÍA","IMPORTACIÓN",651741.3,3356.6,268,1.44,"5455.22.49","FAC-2023-92160"
332,"2023-04-25","PE","MANUFACTURA","IMPORTACIÓN",180407.83,536.1,234,5.92,"2129.78.53","FAC-2023-16125"
334,"2024-01-04","BR","MINERÍA","IMPORTACIÓN",108990.4,3701.3,56,15.63,"29307356","FAC-2024-74597"
335,"2022-02-08","AL","TECNOLOGÍA","EXPORTACIÓN",171067.59,6.1,167,21.52,"5828.39.22","FAC-2022-63547"
336,"2022-01-22","CO","RETAIL","IMPORTACIÓN",108555.17,139.4,291,3.95,"6162.93.35","FAC-2022-47649"
337,"2022-11-04","ES","MANUFACTURA","IMPORTACIÓN",161713.37,234.9,486,7.12,"7334.23.25","FAC-2022-36493"
338,"2024-07-15","MÉ","MINERÍA","IMPORTACIÓN",945355.92,2112.8,100,5.7,"8139.61.27","FAC-2024-53364"
339,"2022-06-07","AR","LOGÍSTICA","EXPORTACIÓN",199321.22,403.5,64,5.47,"5880.75.35","FAC-2022-34635"
340,"2022-07-20","AL","FINANZAS","EXPORTACIÓN",107143,0,125,10.79,"3003.17.13","FAC-2022-35712"
341,"2022-06-06","MÉ","MANUFACTURA","IMPORTACIÓN",347903.31,593.8,387,21.6,"5301.97.76","FAC-2022-85588"
342,"2022-08-03","AR","RETAIL","EXPORTACIÓN",170052.13,27.8,339,19.48,NA,"FAC-2022-49687"
344,"2022-05-12","EC","MANUFACTURA","EXPORTACIÓN",250404.25,41.1,389,18.42,"5834.44.89","FAC-2022-57938"
345,"2024-08-02","AR","FINANZAS","IMPORTACIÓN",265811.35,0,408,23.46,"2417.18.17","FAC-2024-16158"
346,"2023-04-22","MÉ","FINANZAS","IMPORTACIÓN",378986.92,0,481,15.97,"8187.79.67","FAC-2023-79062"
347,"2022-07-07","EC","EDUCACIÓN","IMPORTACIÓN",18396.84,8.8,147,21.4,"5433.92.87","FAC-2022-25022"
349,"2022-09-11","BR","AGROINDUSTRIA","EXPORTACIÓN",28359.71,539.5,114,13.37,"1488.80.66","FAC-2022-38931"
350,"2022-12-23","AR","EDUCACIÓN","EXPORTACIÓN",72762.81,9.1,322,18.77,"9608.32.45","fac-2022-37604"
351,"2023-12-07","AL","MANUFACTURA","EXPORTACIÓN",366225.61,116.4,311,8.79,"1832.45.92","FAC-2023-82534"
352,"2022-11-08","MÉ","MANUFACTURA","EXPORTACIÓN",278950.23,286.7,462,18.05,"7938.51.17","FAC-2022-11364"
353,"2023-07-04","PE","FINANZAS","EXPORTACIÓN",344523.92,0,327,8.49,"0459.76.52","FAC-2023-24156"
354,"2022-06-20","AR","EDUCACIÓN","EXPORTACIÓN",35129.64,15.5,64,11.66,"3219.22.16","FAC-2022-60351"
355,"2023-06-06","AL","AGROINDUSTRIA","EXPORTACIÓN",145973.32,1417.1,119,18.36,"4395.58.36","FAC-2023-10881"
356,"2022-03-27","PE","TECNOLOGÍA","EXPORTACIÓN",169853.1,23,115,6.62,"7648.12.67","FAC-2022-76278"
357,"2022-10-22","US","TECNOLOGÍA","EXPORTACIÓN",554761.17,3.6,50,11.06,"6228.35.78","FAC-2022-83664"
358,"2023-03-20","AL","EDUCACIÓN","EXPORTACIÓN",44690.85,15,325,10.35,"7282.37.11","FAC-2023-46913"
359,"2024-10-23","US","MINERÍA","EXPORTACIÓN",862194.59,1992.3,55,5.54,"0593.59.61","FAC-2024-78289"
360,"2022-07-09","CH","MINERÍA","IMPORTACIÓN",699580.56,419.3,227,12.27,"4781.96.13","FAC-2022-94585"
361,"2022-10-14","PE","MANUFACTURA","EXPORTACIÓN",200760.69,46.7,345,12.27,"6165.86.69","FAC-2022-54433"
362,"2024-09-14","US","EDUCACIÓN","IMPORTACIÓN",81257.62,10.9,200,4.15,"8827.88.57","FAC-2024-42930"
363,"2022-11-28","MÉ","MINERÍA","IMPORTACIÓN",179733.5,3316.7,151,10.52,"2063.74.84","FAC-2022-26027"
364,"2024-07-26","EC","TECNOLOGÍA","IMPORTACIÓN",401995.14,35,28,8.99,"6977.91.20","FAC-2024-42536"
365,"2022-08-24","EC","MANUFACTURA","EXPORTACIÓN",212575.15,NA,417,7.51,"1171.64.71","FAC-2022-60922"
366,"2024-08-23","CH","TECNOLOGÍA","EXPORTACIÓN",213122.41,28.3,377,23.76,"3945.63.10","FAC-2024-35153"
367,"2024-07-04","AR","LOGÍSTICA","EXPORTACIÓN",159182.24,140.1,313,9.72,"8340.73.78","FAC-2024-68891"
368,"2022-11-27","ES","MINERÍA","IMPORTACIÓN",796380.51,1087.5,388,2.03,"6185.99.22","FAC-2022-48517"
369,"12 de octubre 2024","EC","TECNOLOGÍA","EXPORTACIÓN",431372.02,5,279,24.59,"6067.20.76","FAC-2024-21592"
370,"2022-05-20","ES","MANUFACTURA","EXPORTACIÓN",352628.79,296.8,33,20.94,"9958.68.94","FAC-2022-76086"
371,"2023-11-28","US","FINANZAS","IMPORTACIÓN",477601.2,NA,491,1.16,"7720.62.90","FAC-2023-68493"
372,"2024-03-06","AR","TECNOLOGÍA","EXPORTACIÓN",388413.02,23.7,269,23.31,"08044379","FAC-2024-72168"
373,"2024-08-20","BR","RETAIL","EXPORTACIÓN",276606.71,56.5,355,3.45,"3744.50.25","FAC-2024-65184"
374,"2023-12-23","AL","LOGÍSTICA","IMPORTACIÓN",165849.6,352,44,23.72,"4119.13.50","FAC-2023-64269"
375,"2022-02-08","AR","AGROINDUSTRIA","EXPORTACIÓN",157438.43,NA,397,12.97,"3624.84.65","FAC-2022-74451"
376,"2023-11-19","AL","FINANZAS","IMPORTACIÓN",195808.25,0,244,12.27,"5980.82.22","FAC-2023-37938"
378,"2024-01-03","EC","RETAIL","IMPORTACIÓN",270314.58,106.6,255,17.13,NA,"FAC-2024-34927"
379,"2024-08-08","CO","RETAIL","IMPORTACIÓN",64205.55,111.9,136,13.89,"4271.51.31","FAC-2024-97633"
380,"2022-05-25","US","LOGÍSTICA","IMPORTACIÓN",97407.75,138.6,268,7.62,"7957.89.28","FAC-2022-40603"
381,"05/11/2022","US","RETAIL","IMPORTACIÓN",126518,187.2,281,9.48,"5711.37.98","FAC-2022-88588"
382,"2024-07-23","US","FINANZAS","IMPORTACIÓN",523135.64,0,465,16.56,"3740.84.99","FAC-2024-59147"
383,"2024-10-15","ES","EDUCACIÓN","IMPORTACIÓN",16392.58,7.3,91,12.27,"9605.97.96","FAC-2024-78126"
384,"2022-07-12","CH","AGROINDUSTRIA","EXPORTACIÓN",134856.04,1184.8,71,20.72,"6833.73.21","FAC-2022-26027"
385,"2024-10-15","US","TECNOLOGÍA","EXPORTACIÓN",644450.73,37.8,478,12.27,"6652.26.47","FAC-2024-81943"
386,"2024-02-05","EC","AGROINDUSTRIA","EXPORTACIÓN",129733.92,1225.3,264,8.53,"4982.15.95","FAC-2024-70536"
387,"2023-05-22","CH","FINANZAS","IMPORTACIÓN",376214.1,0,268,12.27,"7990.46.18","FAC-2023-49307"
388,"2024-04-02","MÉ","LOGÍSTICA","IMPORTACIÓN",148705.1,403.6,142,10.11,"7591.83.34","FAC-2024-39145"
389,"2022-12-20","US","MANUFACTURA","IMPORTACIÓN",121941.41,390.4,448,11.92,"9895.99.12","FAC-2022-73213"
391,"17 de noviembre 2022","PE","MANUFACTURA","IMPORTACIÓN",105134.42,495.5,19,18.2,"1128.67.87","FAC-2022-73133"
392,"2024-02-12","US","FINANZAS","IMPORTACIÓN",177207.93,0,366,12.27,"8882.17.47","FAC-2024-38329"
393,"2024-07-05","CO","TECNOLOGÍA","IMPORTACIÓN",586403.18,25,364,7.83,"4922.16.57","FAC-2024-35523"
394,"17 de septiembre 2024","EC","AGROINDUSTRIA","IMPORTACIÓN",157093.18,401.6,335,15.45,"9792.29.79","FAC-2024-89910"
395,"2023-01-18","EC","TECNOLOGÍA","IMPORTACIÓN",522465.4,37.9,330,13.77,"2942.44.36","FAC-2023-61834"
396,"2022-12-11","EC","EDUCACIÓN","IMPORTACIÓN",13166.26,14.9,170,7.48,"9718.92.96","FAC-2022-79534"
397,"2022-12-25","ES","EDUCACIÓN","IMPORTACIÓN",38016.59,3.8,232,16.54,NA,"FAC-2022-71903"
399,"2023-01-21","AL","TECNOLOGÍA","EXPORTACIÓN",387103.61,10.2,180,23.67,"4259.60.87","FAC-2023-74445"
400,"2022-07-20","ES","LOGÍSTICA","IMPORTACIÓN",29315.13,264.8,437,8.04,"5301.44.98","FAC-2022-83716"
401,"2024-04-18","AL","FINANZAS","EXPORTACIÓN",519853,0,268,10.74,"3262.12.22","FAC-2024-43841"
402,"2024-04-23","MÉ","AGROINDUSTRIA","EXPORTACIÓN",89668.31,1475.7,413,7.18,"4134.77.83","FAC-2024-56380"
403,"2022-06-02","ES","LOGÍSTICA","EXPORTACIÓN",153866.39,86.3,349,22.8,"9069.76.60","FAC-2022-94305"
404,"2022-10-17","PE","MANUFACTURA","IMPORTACIÓN",39735.68,166.5,261,18.56,"4643.10.36","FAC-2022-10259"
405,"2022-07-04","BR","MANUFACTURA","EXPORTACIÓN",61559.08,79.7,34,14.98,"5940.44.70","FAC-2022-57988"
406,"2023-11-23","CH","RETAIL","IMPORTACIÓN",223690.09,37.9,237,18.27,"8176.47.94","FAC-2023-19254"
407,"2022-05-08","PE","AGROINDUSTRIA","EXPORTACIÓN",44320.11,546.7,421,3.98,"4911.22.20","FAC-2022-11112"
408,"2024-10-11","ES","FINANZAS","IMPORTACIÓN",264325.48,0,89,19.54,"8089.60.93","FAC-2024-53065"
409,"2024-05-20","CO","MINERÍA","IMPORTACIÓN",129141.93,2736.6,263,17.38,"2957.92.37","FAC-2024-48901"
410,"2022-08-28","EC","AGROINDUSTRIA","EXPORTACIÓN",20141.36,811.2,37,9.26,"0378.16.74","FAC-2022-83985"
411,"2022-07-12","BR","LOGÍSTICA","EXPORTACIÓN",157801.62,247.9,230,12.27,"4437.57.12","FAC-2022-11038"
412,"2023-04-06","EC","MINERÍA","EXPORTACIÓN",166041.34,2163.1,323,17.12,"9669.44.62","FAC-2023-18973"
413,"8 de enero 2024","US","LOGÍSTICA","IMPORTACIÓN",43767.94,367.3,383,1.86,"4984.30.61","FAC-2024-43315"
414,"10/16/2024","MÉ","TECNOLOGÍA","IMPORTACIÓN",301552.01,18.4,99,12.27,"0999.45.46","FAC-2024-36568"
415,"2024-08-19","BR","RETAIL","EXPORTACIÓN",239395.66,171,277,12.27,"0826.44.30","FAC-2024-99573"
416,"2023-10-08","MÉ","TECNOLOGÍA","EXPORTACIÓN",208326.57,2.2,80,18.22,NA,"FAC-2023-42654"
417,"2022-03-25","AL","MANUFACTURA","IMPORTACIÓN",207363.16,129.3,268,12.27,"6464.79.10","FAC-2022-74679"
418,"2022-12-12","AL","MANUFACTURA","IMPORTACIÓN",417334.3,538.6,134,15.89,"3209.92.24","FAC-2022-45593"
420,"2024-12-27","CH","EDUCACIÓN","IMPORTACIÓN",75076.18,17.3,93,23.38,"5554.17.51","FAC-2024-86489"
421,"2023-12-14","US","LOGÍSTICA","IMPORTACIÓN",160013.97,304.9,408,7.63,"8241.57.20","FAC-2023-61352"
422,"2024-05-22","US","MINERÍA","EXPORTACIÓN",261570.81,2038.3,305,17.64,"8516.39.67","FAC-2024-31206"
423,"2023-06-16","ES","EDUCACIÓN","IMPORTACIÓN",17346.04,3,271,12.27,"2904.39.64","FAC-2023-56309"
424,"2022-01-27","US","MINERÍA","EXPORTACIÓN",90521.21,2032.3,439,24.98,"28757546","FAC-2022-80004"
425,"2024-03-08","EC","TECNOLOGÍA","EXPORTACIÓN",635356.1,33.6,395,0.16,"5677.60.59","FAC-2024-17228"
426,"2024-10-03","EC","FINANZAS","EXPORTACIÓN",282938.95,0,268,15.32,"4286.59.48","FAC-2024-97441"
427,"2022-04-05","PE","MANUFACTURA","IMPORTACIÓN",48092.51,590.3,397,7.49,"2089.18.30","FAC-2022-10999"
428,"2022-03-28","MÉ","AGROINDUSTRIA","EXPORTACIÓN",153440.69,1107.9,242,9.25,"7377.20.16","fac-2022-90981"
429,"2024-07-14","BR","LOGÍSTICA","IMPORTACIÓN",95210.78,251.8,43,6.96,"0609.37.62","FAC-2024-88494"
430,"2024-01-20","BR","FINANZAS","IMPORTACIÓN",474728.73,0,413,16.28,"8657.96.25","FAC-2024-59332"
431,"2024-08-23","CH","MINERÍA","EXPORTACIÓN",681275.86,3143.6,432,6.71,"1236.67.41","FAC-2024-84691"
432,"2024-04-06","MÉ","TECNOLOGÍA","IMPORTACIÓN",64198.75,NA,424,16.3,"0815.89.38","FAC-2024-47182"
433,"2022-02-05","CO","EDUCACIÓN","IMPORTACIÓN",38029.54,11.1,450,17.01,"6997.44.92","FAC-2022-48469"
434,"2022-09-08","MÉ","LOGÍSTICA","EXPORTACIÓN",49857.18,456.9,157,11.72,"5235.74.79","FAC-2022-20543"
435,"2024-01-22","BR","MANUFACTURA","EXPORTACIÓN",352818.26,594,237,15.21,"5323.91.10","FAC-2024-83473"
436,"2024-12-25","US","MINERÍA","EXPORTACIÓN",747023.59,1064.4,60,17.6,"22894813","FAC-2024-17355"
437,"2022-03-14","PE","TECNOLOGÍA","IMPORTACIÓN",203281.13,32.7,152,10.83,"7201.79.38","FAC-2022-14261"
438,"2024-11-22","BR","MANUFACTURA","IMPORTACIÓN",76682.71,208.7,295,14.38,"5160.96.85","FAC-2024-29758"
439,"2023-10-14","CH","AGROINDUSTRIA","IMPORTACIÓN",67795.86,NA,54,22.03,"4659.90.76","FAC-2023-34480"
440,"2022-09-16","US","RETAIL","EXPORTACIÓN",83913.32,154.6,434,12.27,"0280.24.54","FAC-2022-93481"
442,"2024-06-19","MÉ","RETAIL","EXPORTACIÓN",101629.56,40.4,93,13.31,"2172.80.90","FAC-2024-46861"
443,"2023-11-24","US","RETAIL","EXPORTACIÓN",84200.34,NA,316,22.86,"1864.34.15","FAC-2023-67068"
445,"2022-07-05","BR","TECNOLOGÍA","EXPORTACIÓN",386994.03,27.5,470,6.03,"0771.33.66","FAC-2022-94596"
446,"25 de febrero 2023","EC","RETAIL","IMPORTACIÓN",220387.35,197.7,235,4.55,"6386.82.54","FAC-2023-21142"
447,"2022-02-06","PE","MANUFACTURA","IMPORTACIÓN",66015.17,276.7,135,15.15,"7458.91.35","FAC-2022-73068"
448,"2022-11-18","ES","EDUCACIÓN","EXPORTACIÓN",11069.35,6,298,18.81,"1186.54.79","FAC-2022-87296"
449,"2024-01-14","AR","LOGÍSTICA","IMPORTACIÓN",24455.15,303.2,430,12.38,"9702.98.62","FAC-2024-27394"
450,"2024-08-18","MÉ","AGROINDUSTRIA","IMPORTACIÓN",49144.55,161.2,451,10.98,"3127.85.98","FAC-2024-89988"
451,"2024-12-10","CO","MINERÍA","IMPORTACIÓN",411815.52,2154.6,292,4.86,"29847815","FAC-2024-85221"
452,"2024-02-10","CO","LOGÍSTICA","EXPORTACIÓN",140312.57,581.1,143,14.93,"5687.51.84","FAC-2024-36149"
453,"2022-12-07","AR","RETAIL","IMPORTACIÓN",241323.85,25.6,261,1.99,"4474.11.12","FAC-2022-90897"
454,"2023-07-16","BR","LOGÍSTICA","EXPORTACIÓN",88701.32,389.5,272,11.59,"8892.29.73","FAC-2023-94833"
455,"2023-05-03","EC","RETAIL","IMPORTACIÓN",177201.73,176.2,78,2.95,"6452.35.19","FAC-2023-50499"
456,"07/05/2024","PE","MANUFACTURA","EXPORTACIÓN",338948.52,363.5,270,20.5,NA,"FAC-2024-75294"
457,"2023-10-12","CH","EDUCACIÓN","EXPORTACIÓN",12750.21,9.7,469,12.27,"2236.24.99","FAC-2023-29726"
458,"2023-12-23","PE","MINERÍA","IMPORTACIÓN",93224.34,3118.8,56,2.98,"0375.21.59","FAC-2023-92283"
459,"2023-02-16","MÉ","FINANZAS","EXPORTACIÓN",415751.94,0,395,1.05,"9401.61.69","FAC-2023-29065"
460,"2022-02-28","EC","MINERÍA","EXPORTACIÓN",896876.17,2524.6,154,10.87,"4397.43.47","FAC-2022-50290"
461,"2024-11-17","AR","MANUFACTURA","IMPORTACIÓN",262788.86,333,113,22.73,"2078.22.32","FAC-2024-90576"
462,"2022-05-06","US","AGROINDUSTRIA","IMPORTACIÓN",63278.94,929.1,69,14.41,"9156.10.76","FAC-2022-80575"
463,"2024-08-06","US","AGROINDUSTRIA","EXPORTACIÓN",84750.05,861.8,308,5.18,"5831.60.37","FAC-2024-59425"
464,"2024-04-05","BR","EDUCACIÓN","EXPORTACIÓN",43188.17,8.1,44,16.41,"1572.15.39","FAC-2024-49366"
465,"2024-01-06","AL","TECNOLOGÍA","EXPORTACIÓN",302240.21,17.9,153,4.32,"9491.44.18","FAC-2024-10421"
