id,fecha,pais,sector,tipo_operacion,monto_usd,volumen_ton,empleados,arancel_pct,partida_arancelaria,num_factura
257,2023-04-19,,Retail,Importación,200483.72,10.9,426,8.27,50305761,FAC-2023-28568
258,2023-04-18,España,Logística,Importación,77217.08,533.2,421,11.74,27485062,FAC-2023-39002
259,2022-04-16,Chile,Finanzas,Importación,424205.54,0.0,252,2.91,9590.66.72,FAC-2022-68918
260,2023-03-26,Brasil,MINERÍA,Importación,281589.92,1528.7,456,0.59,4336.18.45,FAC-2023-76768
261,2024-10-13,Chile,FINANZAS,Importación,474113.25,0.0,210,19.3,3818.69.74,FAC-2024-62007
262,2024-08-27, chile ,,Importación,,1383.6,70,24.62,3278.79.29,
263,2023-03-09,México,Finanzas,Importación,318735.19,0.0,268,13.75,8088.88.25,FAC-2023-22672
264,2024-01-15,México,Tecnología,Exportación,552934.55,23.6,164,9.42,1722.59.27,FAC-2024-25397
265,2022-05-14,DE,Agroindustria,Exportación,154356.92,422.2,81,6.71,2256.45.63,FAC-2022-20082
266,2024-09-26,Colombia,Educación,Exportación,77376.8,3.2,181,6.8%,9274.90.19,FAC-2024-76949
267,2022-06-19,Colombia,Logística,Importación,24660.31,226.0,286,13.34,0452.73.28,FAC-2022-51971
268,2022-04-03,Alemania,Educación,Importación,49451.66,,177,10.27,1517.78.63,FAC-2022-19012
269,,Colombia,Educación,Exportación,56210.41,15.7,-72,10.5,5909.24.73,FAC-2024-12154
270,2022-03-01,Perú,Retail,Importación,71437.92,183.1,264,5.19,6546.55.89,FAC-2022-28071
271,2023-05-22,Ecuador,,Importación,222422.38,,204,1.59,6957.34.10,FAC-2023-89594
272,12 de febrero 2024,Ecuador,Manufactura,Exportación,232352.81,734.0,380,4.38,2642.26.47,FAC-2024-14048
273,2022-10-07,,Manufactura,Importación,229466.02,236.7,161,13.8,06694047,FAC-2022-29416
274,2022-02-12,Alemania,,Exportación,832424.95,3343.6,124,4.76,3537.73.58,FAC-2022-37080
275,2023-02-05,Ecuador,Educación,Importación,71826.12,7.4,450,14.86,7889.35.71,FAC-2023-62198
276,2024-11-15,USA,Finanzas,Importación,465842.57,0.0,353,20.2,2428.33.20,FAC-2024-89174
277,2022-04-10,España,,Exportación,235559.25,23.0,74,18.82,0274.46.70,FAC-2022-54657
278,2022-11-19,México,Tecnología,Importación,669285.5,17.1,500,20.08,7054.12.74,FAC-2022-93888
279,2024-02-04,Argentina,Tecnología,Exportación,539187.25,17.1,96,0.04%,9054.77.63,FAC-2024-66485
280,2023-04-06,España,Finanzas,Exportación,491847.63,0.0,493,14.53,6679.20.96,FAC-2023-80321
281,2023-12-10,Colombia,Tecnología,Importación,180476.99,8.7,367,2.31,4745.92.76,FAC-2023-92709
282,2022-12-24,Alemania,Retail,Exportación,85368.8,66.4,135,20.18,3485.16.45,FAC-2022-28844
283,2023-08-09,Perú,Tecnología,Importación,184269.54,14.0,1600,12.25,2210.73.54,FAC-2023-64924
284,2023-09-13,Ecuador,TECNOLOGÍA,Exportación,440187.9,35.1,189,20.94,8912.46.13,FAC-2023-31352
285,2023-06-17,Brasil,Manufactura,Exportación,393310.89,683.8,117,3.72,1108.85.25,FAC-2023-68840
286,2022-09-28,Colombia,Finanzas,Importación,504718.91,0.0,119,10.19,4116.69.24,FAC-2022-74987
287,2023-01-23,Ecuador,Educación,Exportación,75790.13,8.7,492,6.54,3735.20.67,FAC-2023-21114
288,2022-09-26,España,Retail,Exportación,108570.57,14.0,168,19.81,2325.23.33,FAC-2022-39232
289,2024-10-14,Perú,Agroindustria,Importación,85821.01,912.8,461,5.72,1240.62.50,FAC-2024-93188
290,2024-03-01,Chile,Tecnología,Exportación,317827.24,23.8,225,14.32,8538.80.92,FAC-2024-88683
291,2024-12-24,  Perú  ,Retail,Importación,238426.85,16.9,413,23.42,3805.11.48,FAC-2024-24064
292,2024-07-28,  España  ,Minería,Exportación,221021.35,1964.1,52,6.06,1861.45.30,FAC-2024-12367
293,2022-08-24,México,Logística,Exportación,61019.69,256.5,199,2.72,1981.20.22,FAC-2022-37221
294,2022-05-01,Ecuador,Agroindustria,Importación,141631.43,277.6,323,20.14,69969040,FAC-2022-46317
295,2022-04-02,Perú,Logística,Exportación,113306.31,394.7,467,15.57,7687.54.57,FAC-2022-32607
296,2022-03-24,Chile,RETAIL,Importación,227350.36,144.6,198,2.66,3656.81.99,FAC-2022-18542
297,2022-12-16,Chile,Tecnología,Importación,263999.16,16.6,190,15.82%,2205.75.42,FAC-2022-48466
298,2022-03-19,Argentina,Logística,Importación,"$136,562.15",224.0,350,,6743.91.74,FAC-2022-57091
299,2023-07-17,México,Finanzas,Exportación,382275.27,0.0,61,,4962.85.14,FAC-2023-29862
300,2023-09-24,Colombia,Finanzas,Importación,78404.74,0.0,423,18.43,0917.35.87,
301,2024-07-26,Perú,Finanzas,Importación,415757.58,0.0,411,10.02,3511.19.19,
302,2022-09-20,Perú,Finanzas,Importación,157297.22,0.0,370,14.86,3837.31.93,FAC-2022-46298
303,2022-07-24,Chile,Logística,Exportación,"$169,966.16",434.5,409,,25261741,FAC-2022-16626
304,2024-06-28,Colombia,Retail,Importación,202679.68,111.5,,12.95,6353.53.30,FAC-2024-30257
305,12/03/2024,Ecuador,Finanzas,Importación,104585.89,0.0,88,4.67,4222.44.75,FAC-2024-75655
306,2022-01-08,Ecuador,Retail,Importación,132036.9,48.4,24,20.09,2383.15.72,FAC-2022-17251
307,2023-03-12,Perú,MANUFACTURA,Importación,287600.17,701.1,,16.31,1801.44.45,FAC-2023-17418
308,27 de noviembre 2022,Perú,Retail,Exportación,232299.88,21.9,198,12.98,0504.29.71,FAC-2022-33354
309,2023-05-17,Ecuador,,Exportación,126478.94,77.4,438,23.65,3090.20.93,FAC-2023-61076
310,2024-03-03,España,Agroindustria,Exportación,48844.98,1106.3,80,10.34,5967.97.56,FAC-2024-68009
311,,,AGROINDUSTRIA,Exportación,105335.01,876.4,50,15.26,0957.33.43,FAC-2022-46194
312,2022-02-04,Alemania,Retail,Importación,199789.59,163.0,237,1.35,2282.13.61,FAC-2022-58621
313,2022-07-04,Brasil,Tecnología,Exportación,475913.91,39.2,176,12.19,1149.88.46,FAC-2022-28985
314,2022-03-11,México,Tecnología,Importación,679520.18,24.6,254,6.48,9220.94.26,FAC-2022-84391
315,2024-12-01,Chile,Minería,Exportación,703359.74,338.6,106,13.65,4928.54.36,FAC-2024-99080
316,2023-10-16,Chile,Agroindustria,Importación,87058.21,1433.0,297,12.38,8782.29.48,FAC-2023-10845
317,2024-09-17,México,Educación,Exportación,65263.56,13.7,131,9.86%,,FAC-2024-49597
318,2022-08-21,Chile,RETAIL,Importación,170593.42,151.6,102,25.0,3974.26.22,FAC-2022-80452
319,2024-06-28,Colombia,Finanzas,Importación,493731.63,0.0,286,14.94,8273.65.77,FAC-2024-79964
320,2023-01-05,Chile,Finanzas,Exportación,132924.42,0.0,411,9.0,9831.53.29,FAC-2023-17926
321,2022-03-06,Argentina,Tecnología,Exportación,,33.6,354,10.48,8007.14.34,FAC-2022-78922
322,2024-08-25,Ecuador,Educación,Exportación,19545.31,1.5,335,21.93,0198.94.58,FAC-2024-50306
323,2023-05-28,Perú,Manufactura,Importación,,300.2,310,2.06,8694.12.84,FAC-2023-68468
324,2022-04-05,Colombia,Retail,Importación,45514.09,184.3,43,16.15,1243.25.15,FAC-2022-16637
325,2023-09-20,Brasil,Agroindustria,Importación,91897.24,1338.9,464,16.22,3911.14.78,FAC-2023-26515
326,2023-04-21,España,Finanzas,Importación,376920.47,0.0,85,11.12,7456.61.97,FAC-2023-34680
327,2022-08-28,Brasil,Agroindustria,Exportación,-50319.73,1719.4,333,24.62,9668.57.48,FAC-2022-51331
328,08/25/2024,Ecuador,Agroindustria,Exportación,140341.91,154.9,419,3.96,7153.21.38,FAC-2024-24871
329,2024-08-13,Chile,Tecnología,Exportación,353662.99,,69,9.57,2987.99.39,FAC-2024-64057
330,2022-02-04,Ecuador,Logística,Exportación,164734.89,54.1,327,22.45,7436.72.33,FAC-2022-76995
331,2023-05-27,Ecuador,Minería,Importación,651741.3,3356.6,,1.44,5455.22.49,FAC-2023-92160
332,2023-04-25,Perú,Manufactura,Importación,180407.83,536.1,234,5.92,2129.78.53,FAC-2023-16125
333,,España,Tecnología,Importación,508246.32,4.3,488,7.18,1899.92.92,FAC-2023-59081
334,2024-01-04,Brasil,Minería,Importación,108990.4,3701.3,56,15.63,29307356,FAC-2024-74597
335,2022-02-08,Alemania,Tecnología,Exportación,171067.59,6.1,167,21.52,5828.39.22,FAC-2022-63547
336,2022-01-22,Colombia,Retail,Importación,108555.17,139.4,291,3.95,6162.93.35,FAC-2022-47649
337,2022-11-04,España,Manufactura,Importación,161713.37,234.9,486,7.12,7334.23.25,FAC-2022-36493
338,2024-07-15,México,Minería,Importación,945355.92,2112.8,100,5.7,8139.61.27,FAC-2024-53364
339,2022-06-07,Argentina,Logística,Exportación,199321.22,403.5,64,5.47,5880.75.35,FAC-2022-34635
340,2022-07-20,Alemania,Finanzas,Exportación,107143.0,0.0,125,10.79,3003.17.13,FAC-2022-35712
341,2022-06-06,México,Manufactura,Importación,347903.31,593.8,387,21.6,5301.97.76,FAC-2022-85588
342,2022-08-03,Argentina,Retail,Exportación,170052.13,27.8,339,19.48,,FAC-2022-49687
343,11 de septiembre 2022,Chile,Agroindustria,Importación,,,172,9.76,6313.98.96,FAC-2022-75107
344,2022-05-12,Ecuador,MANUFACTURA,Exportación,250404.25,41.1,389,18.42,5834.44.89,FAC-2022-57938
345,2024-08-02,Argentina,Finanzas,Importación,265811.35,0.0,408,23.46,2417.18.17,FAC-2024-16158
346,2023-04-22,México,FINANZAS,Importación,378986.92,0.0,481,15.97,8187.79.67,FAC-2023-79062
347,2022-07-07,Ecuador,Educación,Importación,18396.84,8.8,147,21.4,5433.92.87,FAC-2022-25022
348,,USA,Tecnología,Exportación,174428.91,27.6,451,15.95,2425.23.39,FAC-2022-75769
349,2022-09-11,Brasil,Agroindustria,Exportación,28359.71,539.5,114,13.37,1488.80.66,FAC-2022-38931
350,2022-12-23,Argentina,Educación,Exportación,72762.81,9.1,322,18.77,9608.32.45,fac-2022-37604
351,2023-12-07,Alemania,Manufactura,Exportación,366225.61,116.4,311,8.79,1832.45.92,FAC-2023-82534
352,2022-11-08,México,Manufactura,Exportación,278950.23,286.7,462,18.05,7938.51.17,FAC-2022-11364
353,2023-07-04,Perú,Finanzas,Exportación,344523.92,0.0,327,8.49,0459.76.52,FAC-2023-24156
354,2022-06-20,Argentina,Educación,Exportación,35129.64,15.5,64,11.66,3219.22.16,FAC-2022-60351
355,2023-06-06,Alemania,Agroindustria,Exportación,145973.32,1417.1,119,18.36,4395.58.36,FAC-2023-10881
356,2022-03-27,Perú,Tecnología,Exportación,169853.1,23.0,115,6.62,7648.12.67,FAC-2022-76278
357,2022-10-22,USA,Tecnología,Exportación,554761.17,3.6,50,11.06,6228.35.78,FAC-2022-83664
358,2023-03-20,Alemania,Educación,Exportación,44690.85,15.0,325,10.35,7282.37.11,FAC-2023-46913
359,2024-10-23, usa ,Minería,Exportación,862194.59,1992.3,55,5.54,0593.59.61,FAC-2024-78289
360,2022-07-09,Chile,Minería,Importación,699580.56,419.3,227,,4781.96.13,FAC-2022-94585
361,2022-10-14,Perú,Manufactura,Exportación,200760.69,46.7,345,,6165.86.69,FAC-2022-54433
362,2024-09-14,USA,Educación,Importación,81257.62,10.9,200,4.15,8827.88.57,FAC-2024-42930
363,2022-11-28,México,Minería,Importación,179733.5,3316.7,151,10.52,2063.74.84,FAC-2022-26027
364,2024-07-26,Ecuador,Tecnología,Importación,401995.14,35.0,28,8.99,6977.91.20,FAC-2024-42536
365,2022-08-24,Ecuador,Manufactura,Exportación,212575.15,,417,7.51,1171.64.71,FAC-2022-60922
366,2024-08-23,Chile,Tecnología,Exportación,213122.41,28.3,377,23.76,3945.63.10,FAC-2024-35153
367,2024-07-04,Argentina,Logística,Exportación,159182.24,140.1,313,9.72,8340.73.78,FAC-2024-68891
368,2022-11-27,España,Minería,Importación,796380.51,1087.5,388,2.03,6185.99.22,FAC-2022-48517
369,12 de octubre 2024,  Ecuador  ,Tecnología,Exportación,431372.02,5.0,279,24.59,6067.20.76,FAC-2024-21592
370,2022-05-20,España,Manufactura,Exportación,352628.79,296.8,33,20.94,9958.68.94,FAC-2022-76086
371,2023-11-28,USA,Finanzas,Importación,477601.2,,491,1.16,7720.62.90,FAC-2023-68493
372,2024-03-06,Argentina,Tecnología,Exportación,388413.02,23.7,269,23.31,08044379,FAC-2024-72168
373,2024-08-20,Brasil,Retail,Exportación,276606.71,56.5,355,3.45,3744.50.25,FAC-2024-65184
374,2023-12-23,Alemania,Logística,Importación,165849.6,352.0,44,23.72,4119.13.50,FAC-2023-64269
375,2022-02-08,Argentina,Agroindustria,Exportación,157438.43,,397,12.97,3624.84.65,FAC-2022-74451
376,2023-11-19,Alemania,Finanzas,Importación,195808.25,0.0,244,18.8%,5980.82.22,FAC-2023-37938
377,,España,Agroindustria,Importación,123585.66,1550.8,324,10.74,6250.10.14,FAC-2023-58903
378,2024-01-03,Ecuador,Retail,Importación,270314.58,106.6,255,17.13,,FAC-2024-34927
379,2024-08-08,Colombia,Retail,Importación,64205.55,111.9,136,13.89,4271.51.31,FAC-2024-97633
380,2022-05-25,USA,Logística,Importación,97407.75,138.6,,7.62,7957.89.28,FAC-2022-40603
381,05/11/2022,USA,Retail,Importación,126518.0,187.2,281,9.48,5711.37.98,FAC-2022-88588
382,2024-07-23,USA,Finanzas,Importación,523135.64,0.0,465,16.56,3740.84.99,FAC-2024-59147
383,2024-10-15,España,Educación,Importación,16392.58,7.3,91,18.05%,9605.97.96,FAC-2024-78126
384,2022-07-12,Chile,Agroindustria,Exportación,134856.04,1184.8,71,20.72,6833.73.21,FAC-2022-26027
385,2024-10-15,USA,Tecnología,Exportación,644450.73,37.8,478,,6652.26.47,FAC-2024-81943
386,2024-02-05,ECUADOR,Agroindustria,Exportación,129733.92,1225.3,264,8.53,4982.15.95,FAC-2024-70536
387,2023-05-22,Chile,Finanzas,Import,376214.1,0.0,,,7990.46.18,FAC-2023-49307
388,2024-04-02,México,Logística,Importación,148705.1,403.6,142,10.11,7591.83.34,FAC-2024-39145
389,2022-12-20,USA,Manufactura,Importación,121941.41,390.4,448,11.92,9895.99.12,FAC-2022-73213
390,2022-07-27,Alemania,Finanzas,Importación,297522.0,-0.0,320,3.93,6613.73.87,
391,17 de noviembre 2022,Perú,  manufactura  ,Importación,105134.42,495.5,19,18.2,1128.67.87,FAC-2022-73133
392,2024-02-12,USA,Finanzas,Importación,177207.93,0.0,366,,8882.17.47,FAC-2024-38329
393,2024-07-05,Colombia,  tecnología  ,Importación,586403.18,25.0,364,7.83,4922.16.57,FAC-2024-35523
394,17 de septiembre 2024,Ecuador,Agroindustria,Importación,157093.18,401.6,335,15.45,9792.29.79,FAC-2024-89910
395,2023-01-18,Ecuador,Tecnología,Importación,522465.4,37.9,330,13.77,2942.44.36,FAC-2023-61834
396,2022-12-11,Ecuador,Educación,Importación,13166.26,14.9,170,7.48,9718.92.96,FAC-2022-79534
397,2022-12-25,España,Educación,Importación,38016.59,3.8,232,16.54,,FAC-2022-71903
398,,Argentina,Tecnología,Importación,173564.85,20.9,274,17.95,8309.61.44,FAC-2024-98211
399,2023-01-21,Alemania,Tecnología,Exportación,387103.61,10.2,180,23.67,4259.60.87,FAC-2023-74445
400,2022-07-20,España,Logística,Importación,29315.13,264.8,437,8.04,5301.44.98,FAC-2022-83716
401,2024-04-18,Alemania,Finanzas,Exportación,519853.0,0.0,,10.74,3262.12.22,FAC-2024-43841
402,2024-04-23, méxico ,Agroindustria,Exportación,89668.31,1475.7,413,7.18,4134.77.83,FAC-2024-56380
403,2022-06-02,España,Logística,Exportación,153866.39,86.3,349,22.8,9069.76.60,FAC-2022-94305
404,2022-10-17,Perú,Manufactura,Importación,"$39,735.68",166.5,261,18.56,4643.10.36,FAC-2022-10259
405,2022-07-04,Brasil,Manufactura,Exportación,61559.08,79.7,34,14.98,5940.44.70,FAC-2022-57988
406,2023-11-23,Chile,Retail,Importación,223690.09,37.9,237,18.27,8176.47.94,FAC-2023-19254
407,2022-05-08,Perú,Agroindustria,Exportación,44320.11,546.7,421,3.98,4911.22.20,FAC-2022-11112
408,2024-10-11,España,Finanzas,Importación,264325.48,0.0,89,19.54,8089.60.93,FAC-2024-53065
409,2024-05-20,CO,Minería,Importación,129141.93,2736.6,263,17.38,2957.92.37,FAC-2024-48901
410,2022-08-28,Ecuador,Agroindustria,Exportación,20141.36,811.2,37,9.26,0378.16.74,FAC-2022-83985
411,2022-07-12,Brasil,Logística,Exportación,157801.62,247.9,230,7.01%,4437.57.12,FAC-2022-11038
412,2023-04-06,Ecuador,Minería,Exportación,166041.34,2163.1,323,17.12,9669.44.62,FAC-2023-18973
413,8 de enero 2024,USA,Logística,Importación,43767.94,367.3,383,1.86,4984.30.61,FAC-2024-43315
414,10/16/2024,México,Tecnología,Importación,-301552.01,18.4,99,,0999.45.46,FAC-2024-36568
415,2024-08-19,Brasil,Retail,Exportación,239395.66,171.0,277,,0826.44.30,FAC-2024-99573
416,2023-10-08,México,Tecnología,Exportación,208326.57,2.2,80,18.22,,FAC-2023-42654
417,2022-03-25,Alemania,Manufactura,Importación,207363.16,129.3,,,6464.79.10,FAC-2022-74679
418,2022-12-12,Alemania,Manufactura,Importación,417334.3,538.6,134,15.89,3209.92.24,FAC-2022-45593
419,2022-05-19,Argentina,,Importación,126320.43,1232.8,55,12.5,4498.90.17,FAC-2022-94485
420,2024-12-27,Chile,Educación,Importación,75076.18,17.3,93,23.38,5554.17.51,FAC-2024-86489
421,2023-12-14,USA,Logística,Importación,160013.97,304.9,408,7.63,8241.57.20,FAC-2023-61352
422,2024-05-22,USA,Minería,Exportación,261570.81,2038.3,305,17.64,8516.39.67,FAC-2024-31206
423,2023-06-16, españa ,Educación,Importación,17346.04,3.0,271,,2904.39.64,FAC-2023-56309
424,2022-01-27,USA,Minería,Exportación,90521.21,2032.3,439,24.98,28757546,FAC-2022-80004
425,2024-03-08,Ecuador,Tecnología,Exportación,635356.1,33.6,395,0.16,5677.60.59,FAC-2024-17228
426,2024-10-03,Ecuador,Finanzas,Exportación,282938.95,0.0,,15.32,4286.59.48,FAC-2024-97441
427,2022-04-05,PERÚ,Manufactura,Importación,48092.51,590.3,397,7.49,2089.18.30,FAC-2022-10999
428,2022-03-28,México,Agroindustria,Exportación,153440.69,1107.9,242,9.25,7377.20.16,fac-2022-90981
429,2024-07-14,Brasil,Logística,Importación,95210.78,251.8,43,6.96,0609.37.62,FAC-2024-88494
430,2024-01-20,Brasil,Finanzas,Importación,474728.73,0.0,413,16.28,8657.96.25,FAC-2024-59332
431,2024-08-23,Chile,Minería,Exportación,681275.86,3143.6,432,6.71,1236.67.41,FAC-2024-84691
432,2024-04-06,México,Tecnología,Importación,64198.75,,424,16.3,0815.89.38,FAC-2024-47182
433,2022-02-05,Colombia,Educación,Importación,38029.54,11.1,450,17.01,6997.44.92,FAC-2022-48469
434,2022-09-08,México,Logística,Exportación,49857.18,456.9,157,11.72,5235.74.79,FAC-2022-20543
435,2024-01-22,Brasil,Manufactura,Exportación,352818.26,594.0,-237,15.21,5323.91.10,FAC-2024-83473
436,2024-12-25,USA,Minería,Exportación,747023.59,1064.4,60,17.6,22894813,FAC-2024-17355
437,2022-03-14,Perú,Tecnología,Importación,203281.13,32.7,152,10.83,7201.79.38,FAC-2022-14261
438,2024-11-22,Brasil,Manufactura,Importación,76682.71,208.7,295,14.38,5160.96.85,FAC-2024-29758
439,2023-10-14,Chile,Agroindustria,Importación,67795.86,,54,22.03,4659.90.76,FAC-2023-34480
440,2022-09-16,USA,Retail,Exportación,83913.32,154.6,434,,0280.24.54,FAC-2022-93481
441,,Alemania,Finanzas,Importación,138478.32,0.0,324,0.9,0121.21.45,FAC-2024-56285
442,2024-06-19,México,Retail,Exportación,101629.56,40.4,93,13.31,2172.80.90,FAC-2024-46861
443,2023-11-24,  USA  ,Retail,Exportación,84200.34,,316,22.86,1864.34.15,FAC-2023-67068
444,2022-01-08,,Educación,Importación,56630.78,7.5,420,,7691.28.24,FAC-2022-57826
445,2022-07-05,Brasil,Tecnología,Exportación,386994.03,27.5,470,6.03,0771.33.66,FAC-2022-94596
446,25 de febrero 2023,Ecuador,Retail,Importación,220387.35,197.7,235,4.55,6386.82.54,FAC-2023-21142
447,2022-02-06,Perú,Manufactura,Importación,66015.17,276.7,135,15.15,7458.91.35,FAC-2022-73068
448,2022-11-18,España,Educación,Exportación,11069.35,6.0,298,18.81,1186.54.79,FAC-2022-87296
449,2024-01-14, argentina ,Logística,Importación,24455.15,303.2,430,12.38,9702.98.62,FAC-2024-27394
450,2024-08-18,México,Agroindustria,Importación,49144.55,161.2,451,10.98,3127.85.98,FAC-2024-89988
451,2024-12-10,Colombia,  minería  ,Importación,411815.52,2154.6,292,4.86,29847815,FAC-2024-85221
452,2024-02-10,Colombia,Logística,Exportación,140312.57,581.1,143,14.93,5687.51.84,FAC-2024-36149
453,2022-12-07,Argentina,Retail,Importación,241323.85,25.6,261,1.99,4474.11.12,FAC-2022-90897
454,2023-07-16,Brasil,Logística,Exportación,88701.32,389.5,272,11.59,8892.29.73,FAC-2023-94833
455,2023-05-03,Ecuador,Retail,Importación,177201.73,176.2,78,2.95,6452.35.19,FAC-2023-50499
456,07/05/2024,Perú,Manufactura,Exportación,338948.52,363.5,270,20.5,,FAC-2024-75294
457,2023-10-12,Chile,Educación,Exportación,12750.21,9.7,469,23.96%,2236.24.99,FAC-2023-29726
458,2023-12-23,Perú,Minería,Importación,93224.34,3118.8,56,2.98,0375.21.59,FAC-2023-92283
459,2023-02-16,México,Finanzas,Exportación,415751.94,0.0,395,1.05,9401.61.69,FAC-2023-29065
460,2022-02-28,Ecuador,Minería,Exportación,896876.17,2524.6,154,10.87,4397.43.47,FAC-2022-50290
461,2024-11-17,Argentina,Manufactura,Importación,262788.86,333.0,113,22.73,2078.22.32,FAC-2024-90576
462,2022-05-06,USA,AGROINDUSTRIA,Importación,63278.94,929.1,69,14.41,9156.10.76,FAC-2022-80575
463,2024-08-06,USA,Agroindustria,Exportación,84750.05,861.8,308,5.18,5831.60.37,FAC-2024-59425
464,2024-04-05,Brasil,Educación,Exportación,43188.17,8.1,44,16.41,1572.15.39,FAC-2024-49366
465,2024-01-06,Alemania,Tecnología,Exportación,302240.21,17.9,153,4.32,9491.44.18,FAC-2024-10421
466,2023-04-24,  Colombia  ,,Exportación,83848.89,222.2,405,12.53,4388.94.74,FAC-2023-61208
467,2022-01-11,EC,Agroindustria,Importación,52907.97,274.7,343,18.63,6652.34.42,FAC-2022-46842
468,2023-05-12,España,Minería,Importación,251799.99,2651.0,424,0.91,0798.39.21,FAC-2023-30808
469,2023-08-03,USA,Educación,Importación,13946.21,8.3,119,10.19,5408.36.63,FAC-2023-86556
470,09/18/2023,Alemania,Retail,Exportación,,161.0,485,23.31,6862.41.50,FAC-2023-60818
471,2024-01-16,España,Minería,Exportación,905488.74,2609.4,464,19.88,4802.80.81,
472,2024-05-07,USA,Finanzas,Importación,482513.46,0.0,289,4.91,2538.67.32,FAC-2024-19760
473,2022-05-15,Alemania,Agroindustria,Exportación,105457.54,379.8,9400,13.22,9862.53.39,FAC-2022-87167
474,,  Chile  ,Minería,Exportación,703598.44,3537.9,131,21.93,1542.50.18,FAC-2022-52464
475,2023-09-04,México,Retail,Exportación,155428.04,24.3,337,12.29,6924.23.90,FAC-2023-78082
476,2022-01-23,Alemania,Agroindustria,Importación,35410.44,1547.9,461,16.42,1898.50.88,FAC-2022-13637
477,2023-11-28,Brasil,AGROINDUSTRIA,Importación,"$38,396.60",,53,6.06,1204.21.32,FAC-2023-26666
478,2022-07-21,Perú,Tecnología,Exportación,600378.59,6.6,263,18.98,2907.45.63,
479,2023-08-22,México,Minería,Importación,873149.95,2888.1,500,14.16,0122.42.63,FAC-2023-53850
480,2024-09-19,Alemania,Educación,Exportación,29822.28,3.2,55,19.83,1961.35.49,FAC-2024-20832
481,2024-05-12,Argentina,Tecnología,Importación,538550.3,17.8,251,20.05,9832.97.86,FAC-2024-20730
482,,Perú,Educación,Exportación,15607.02,2.6,88,,9985.42.38,FAC-2023-59061
483,2022-02-16,Ecuador,Educación,Importación,78593.38,2.4,443,11.48,0721.82.32,FAC-2022-61698
484,2024-06-05,México,Retail,Importación,272707.95,102.5,56,3.45,7824.19.22,FAC-2024-94538
485,2024-05-07,Alemania,Tecnología,Importación,94924.24,38.3,67,15.95%,0247.50.26,FAC-2024-84498
486,2023-06-23,Ecuador,Educación,Importación,14795.3,13.0,372,19.78,21498058,FAC-2023-32398
487,2024-12-13,España,Logística,Export,196026.73,416.7,359,2.43,4656.88.93,FAC-2024-53904
488,2023-06-11,Brasil,Manufactura,Importación,280456.01,757.5,206,12.43,6969.39.59,FAC-2023-65291
489,08/27/2024,Ecuador,Retail,Importación,145672.29,60.4,226,23.22,8926.49.61,FAC-2024-95180
490,2023-11-03,México,Minería,Importación,888462.94,1444.3,425,12.8,7314.55.64,FAC-2023-34640
491,2023-07-27,Ecuador,Manufactura,Importación,261596.91,560.5,13,11.14,7832.77.52,FAC-2023-74350
492,03/08/2023,España,Finanzas,Importación,218867.01,0.0,425,2.83,6227.85.30,
493,2023-07-13,México,Retail,Importación,,-146.9,391,17.52%,6514.47.97,FAC-2023-21338
494,,Perú,Finanzas,Importación,117494.23,-0.0,336,15.41,6303.10.78,
495,2023-03-19,Brasil,Logística,Exportación,170562.94,259.6,365,9.23,4275.10.21,FAC-2023-70089
496,2022-05-15,México,Educación,Importación,71280.72,,476,10.31,5852.45.21,FAC-2022-65549
497,2023-02-10,Colombia,Finanzas,Importación,475276.12,0.0,134,18.83,1214.65.13,FAC-2023-52795
498,2024-12-20,México,Retail,Exportación,202119.16,30.9,167,17.44,7250.12.47,FAC-2024-57623
499,2023-08-13,Perú,Finanzas,Export,122126.45,0.0,204,3.25,3714.68.78,FAC-2023-86298
500,2023-12-25,Argentina,Educación,Exportación,81089.28,4.3,449,15.34,3541.54.24,FAC-2023-41081
501,2024-10-15,USA,Agroindustria,Importación,135158.98,1303.2,175,14.08,9971.42.56,FAC-2024-68654
502,2023-11-14,Alemania,Agroindustria,Importación,78058.86,406.5,250,5.8,8844.87.94,FAC-2023-48455
503,2023-12-19,USA,Agroindustria,Importación,,,319,16.0,0242.31.25,FAC-2023-14115
504,2023-12-28,Colombia,Logística,Exportación,175850.6,415.7,,9.69,1501.49.15,FAC-2023-87894
505,2024-01-12,Perú,Tecnología,Importación,613498.55,23.3,411,17.4,0749.59.63,FAC-2024-99803
506,2022-09-14,Colombia,Agroindustria,Importación,-110242.36,600.2,277,14.78,0889.52.57,
507,2024-12-22,Ecuador,Educación,Exportación,40071.36,19.6,,15.24,4676.25.19,FAC-2024-79438
508,2022-06-10,Perú,Minería,Exportación,807615.04,2492.4,122,12.14,8687.61.31,FAC-2022-26728
509,2022-02-15,Ecuador,Minería,Exportación,393419.07,,216,,1278.89.91,FAC-2022-76628
510,2023-10-20,Colombia,Retail,Exportación,69634.67,44.4,179,23.3,3857.13.43,FAC-2023-72967
511,2022-05-25,España,Manufactura,Exportación,-231388.76,695.8,251,23.01,0571.93.63,FAC-2022-42540
512,2022-03-18,Colombia,Finanzas,EXPORTACIÓN,52132.96,0.0,99,3.17,1596.18.70,FAC-2022-57453
513,2024-10-07,Argentina,Tecnología,Exportación,188056.03,25.0,144,12.58,07986572,FAC-2024-89314
514,2023-03-09,México,Finanzas,Importación,102756.01,0.0,460,,1293.40.68,FAC-2023-85992
